lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.0039548,-75.2207009,BELMONT AVE & E CITY AVE; LOWER MERION; 2016-07-23 @ 12:35:36;,19004.0,Traffic: VEHICLE ACCIDENT -,2016-07-23 12:37:02,LOWER MERION,BELMONT AVE & E CITY AVE,1
40.0196561,-75.2510932,RIGHTERS MILL RD & N WOODBINE AVE;  LOWER MERION; Station 313; 2016-08-14 @ 19:40:58;,19072.0,EMS: CVA/STROKE,2016-08-14 19:46:01,LOWER MERION,RIGHTERS MILL RD & N WOODBINE AVE,1
40.2403363,-75.2848915,VINE ST & S BROAD ST;  LANSDALE; Station 345B; 2016-04-19 @ 16:53:31;,19446.0,EMS: HEAD INJURY,2016-04-19 16:57:00,LANSDALE,VINE ST & S BROAD ST,1
40.1397628,-75.3863985,MAIN ST & LAWN AVE; WEST NORRITON; 2016-04-12 @ 12:59:49;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-04-12 13:22:03,WEST NORRITON,MAIN ST & LAWN AVE,1
40.1854334,-75.1075877,HOME RD & BRIGHT RD;  UPPER MORELAND; Station 384; 2016-04-23 @ 19:40:02;,19040.0,EMS: DIABETIC EMERGENCY,2016-04-23 19:42:01,UPPER MORELAND,HOME RD & BRIGHT RD,1
40.1243248,-75.2923946,GERMANTOWN PIKE & JOLLY RD; PLYMOUTH; 2016-07-13 @ 11:22:15;,19462.0,Traffic: VEHICLE ACCIDENT -,2016-07-13 11:27:01,PLYMOUTH,GERMANTOWN PIKE & JOLLY RD,1
40.2362013,-75.6335474,INDUSTRIAL HWY & S KEIM ST; POTTSTOWN; 2016-02-13 @ 13:44:33-Station:STA69;,19464.0,Fire: VEHICLE ACCIDENT,2016-02-13 13:46:01,POTTSTOWN,INDUSTRIAL HWY & S KEIM ST,1
40.0156033,-75.3003919,GRAYS LN & W MONTGOMERY AVE; LOWER MERION; 2016-06-13 @ 16:27:25;,19041.0,Traffic: VEHICLE ACCIDENT -,2016-06-13 16:31:04,LOWER MERION,GRAYS LN & W MONTGOMERY AVE,1
40.167178,-75.1323606,BLAIR MILL RD & CARRELL LN;  UPPER MORELAND; Station 384; 2015-12-31 @ 12:31:34;,19090.0,EMS: FALL VICTIM,2015-12-31 12:37:01,UPPER MORELAND,BLAIR MILL RD & CARRELL LN,1
40.1164472,-75.3489018,W MAIN ST & MARKLEY ST; NORRISTOWN; 2016-04-28 @ 18:18:36;,19401.0,Traffic: VEHICLE ACCIDENT -,2016-04-28 18:22:01,NORRISTOWN,W MAIN ST & MARKLEY ST,1
40.1862819,-75.102912,EARL LN & MADISON AVE;  HATBORO; Station 384; 2016-05-30 @ 08:29:41;,19040.0,EMS: GENERAL WEAKNESS,2016-05-30 08:32:00,HATBORO,EARL LN & MADISON AVE,1
40.083246,-75.127689,OLD YORK RD & MEETINGHOUSE RD;  CHELTENHAM; Station 358; 2016-07-03 @ 04:34:03;,19027.0,EMS: NAUSEA/VOMITING,2016-07-03 04:37:00,CHELTENHAM,OLD YORK RD & MEETINGHOUSE RD,1
40.1793801,-75.1340135,DRESHER RD & OLD MILL RD; HORSHAM; 2016-05-27 @ 17:09:54;,19044.0,Traffic: VEHICLE ACCIDENT -,2016-05-27 17:12:01,HORSHAM,DRESHER RD & OLD MILL RD,1
40.3206992,-75.3351734,ERIE AVE & S 4TH ST;  TELFORD; Station 339; 2016-07-27 @ 16:31:33;,18969.0,EMS: BURN VICTIM,2016-07-27 16:36:01,TELFORD,ERIE AVE & S 4TH ST,1
40.006974,-75.28908,LANCASTER AVE & RITTENHOUSE PL;  LOWER MERION; Station 313; 2016-03-13 @ 04:15:49;,19003.0,EMS: UNKNOWN MEDICAL EMERGENCY,2016-03-13 04:17:01,LOWER MERION,LANCASTER AVE & RITTENHOUSE PL,1
40.1793752,-75.2362381,RT309 EXPY & MCKEAN RD UNDERPASS; LOWER GWYNEDD; 2016-06-01 @ 04:08:26;,,Traffic: VEHICLE ACCIDENT -,2016-06-01 04:12:00,LOWER GWYNEDD,RT309 EXPY & MCKEAN RD UNDERPASS,1
40.1082672,-75.3062326,SANDY HILL RD & E FORNANCE ST; PLYMOUTH; 2016-08-05 @ 16:46:55;,,Traffic: VEHICLE FIRE -,2016-08-05 16:51:03,PLYMOUTH,SANDY HILL RD & E FORNANCE ST,1
40.1247752,-75.2931878,GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; Station 308; 2016-05-03 @ 11:13:19;,19462.0,EMS: RESPIRATORY EMERGENCY,2016-05-03 11:17:01,PLYMOUTH,GERMANTOWN PIKE & HALLOWELL RD,1
40.2453741,-75.6496302,SHOEMAKER RD & RT100 SB;  POTTSTOWN; Station 329; 2016-06-24 @ 12:35:58;,,EMS: SYNCOPAL EPISODE,2016-06-24 12:41:00,POTTSTOWN,SHOEMAKER RD & RT100 SB,1
40.0230397,-75.3151611,MONTGOMERY AVE & MORRIS AVE;  LOWER MERION; Station 313; 2016-01-05 @ 08:50:36;,19010.0,EMS: HEMORRHAGING,2016-01-05 08:52:01,LOWER MERION,MONTGOMERY AVE & MORRIS AVE,1
40.248921,-75.2819511,W 7TH ST;  LANSDALE; Station 345; 2016-07-22 @ 17:37:42;,19446.0,EMS: VEHICLE ACCIDENT,2016-07-22 17:42:00,LANSDALE,W 7TH ST,1
40.1793752,-75.2362381,MCKEAN RD & RT309 OVERPASS;  LOWER GWYNEDD; Station 351; 2016-07-15 @ 12:17:29;,,EMS: RESPIRATORY EMERGENCY,2016-07-15 12:22:00,LOWER GWYNEDD,MCKEAN RD & RT309 OVERPASS,1
40.1815508,-75.2163035,NORRISTOWN RD & RAMP RT309 NB TO NORRISTOWN RD; LOWER GWYNEDD; 2016-04-04 @ 08:08:51;,19002.0,Traffic: VEHICLE ACCIDENT -,2016-04-04 08:12:01,LOWER GWYNEDD,NORRISTOWN RD & RAMP RT309 NB TO NORRISTOWN RD,1
40.1653564,-75.2187019,BETHLEHEM PIKE & TENNIS AVE;  AMBLER; Station 351; 2015-12-14 @ 18:21:06;,19002.0,EMS: RESPIRATORY EMERGENCY,2015-12-14 18:26:01,AMBLER,BETHLEHEM PIKE & TENNIS AVE,1
40.1558109,-75.4854115,BLACK ROCK RD & S COLLEGEVILLE RD; UPPER PROVIDENCE; 2016-01-10 @ 16:57:38;,19460.0,Traffic: VEHICLE ACCIDENT -,2016-01-10 17:02:02,UPPER PROVIDENCE,BLACK ROCK RD & S COLLEGEVILLE RD,1
40.1795116,-75.2777325,DEKALB PIKE & MORRIS RD;  WHITPAIN; Station 385; 2016-06-21 @ 11:06:03;,19422.0,EMS: SYNCOPAL EPISODE,2016-06-21 11:11:00,WHITPAIN,DEKALB PIKE & MORRIS RD,1
40.2316017,-75.2186547,HORSHAM RD & PHEASANT RUN;  MONTGOMERY; Station 345A; 2016-04-17 @ 12:10:00;,18936.0,EMS: CVA/STROKE,2016-04-17 12:12:00,MONTGOMERY,HORSHAM RD & PHEASANT RUN,1
40.0765982,-75.2996818,E 6TH AVE & HALLOWELL ST; CONSHOHOCKEN; 2016-03-04 @ 22:52:25;,19428.0,Traffic: VEHICLE ACCIDENT -,2016-03-04 22:56:01,CONSHOHOCKEN,E 6TH AVE & HALLOWELL ST,1
40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2016-04-10 @ 01:56:02;,19406.0,EMS: HEAD INJURY,2016-04-10 02:01:01,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD,1
40.3106972,-75.5390452,BIG RD & HOFFMANSVILLE RD; NEW HANOVER; 2015-12-30 @ 03:08:31;,19525.0,Traffic: VEHICLE ACCIDENT -,2015-12-30 03:12:01,NEW HANOVER,BIG RD & HOFFMANSVILLE RD,1
40.2253013,-75.2339509,BETHLEHEM PIKE & STUMP RD; MONTGOMERY; 2016-05-06 @ 07:02:17;,18936.0,Traffic: VEHICLE ACCIDENT -,2016-05-06 07:07:00,MONTGOMERY,BETHLEHEM PIKE & STUMP RD,1
40.2212266,-75.2887369,WEST POINT PIKE & MERCK GATE 5; UPPER GWYNEDD; 2016-08-09 @ 18:45:04;,,Traffic: VEHICLE ACCIDENT -,2016-08-09 18:46:01,UPPER GWYNEDD,WEST POINT PIKE & MERCK GATE 5,1
40.0809133,-75.2026651,EVERGREEN AVE & STENTON AVE;  SPRINGFIELD; Station 311; 2015-12-24 @ 20:18:33;,19038.0,EMS: ABDOMINAL PAINS,2015-12-24 20:22:00,SPRINGFIELD,EVERGREEN AVE & STENTON AVE,1
40.2045441,-75.2752782,WINDSOR WAY & S CENTER ST;  NORTH WALES; Station 345B; 2016-06-06 @ 21:13:11;,19454.0,EMS: RESPIRATORY EMERGENCY,2016-06-06 21:17:01,NORTH WALES,WINDSOR WAY & S CENTER ST,1
40.0117673,-75.2946732,MONTGOMERY AVE & WOODSIDE RD;  LOWER MERION; Station 313; 2016-05-02 @ 08:50:58;,19041.0,EMS: CVA/STROKE,2016-05-02 08:52:01,LOWER MERION,MONTGOMERY AVE & WOODSIDE RD,1
40.0812601,-75.1370254,LIMEKILN PIKE & RT309 EXPY SB; CHELTENHAM; 2016-01-16 @ 15:56:43-Station:STA1;,,Fire: FIRE ALARM,2016-01-16 16:02:00,CHELTENHAM,LIMEKILN PIKE & RT309 EXPY SB,1
40.0972222,-75.3761952,PENNSYLVANIA TPKE & COLBERT ST UNDERPASS;  UPPER MERION; Station 317; 2016-05-06 @ 22:46:40;,,EMS: GENERAL WEAKNESS,2016-05-06 22:52:02,UPPER MERION,PENNSYLVANIA TPKE & COLBERT ST UNDERPASS,1
40.0951086,-75.4058052,RT422 EB & RAMP RT422 EB TO 1ST AVE; UPPER MERION; 2016-05-18 @ 17:34:07;,,Traffic: VEHICLE ACCIDENT -,2016-05-18 17:37:01,UPPER MERION,RT422 EB & RAMP RT422 EB TO 1ST AVE,1
40.2403629,-75.2325979,HORSHAM RD & UPPER STATE RD; MONTGOMERY; 2016-03-09 @ 15:34:28;,19454.0,Traffic: VEHICLE ACCIDENT -,2016-03-09 15:37:01,MONTGOMERY,HORSHAM RD & UPPER STATE RD,1
40.2582531,-75.2482301,BETHLEHEM PIKE & TAYLOR RD;  MONTGOMERY; Station 345; 2015-12-29 @ 13:59:04;,19446.0,EMS: HEMORRHAGING,2015-12-29 14:02:01,MONTGOMERY,BETHLEHEM PIKE & TAYLOR RD,1
40.2605347,-75.4658129,MINE HILL RD & SUMMIT AVE; SCHWENKSVILLE; 2016-06-18 @ 14:45:20;,19473.0,Traffic: VEHICLE ACCIDENT -,2016-06-18 14:47:02,SCHWENKSVILLE,MINE HILL RD & SUMMIT AVE,1
40.1552833,-75.2642296,PENLLYN BLUE BELL PIKE & VILLAGE CIR;  WHITPAIN; Station 385; 2016-06-06 @ 15:13:23;,19422.0,EMS: HEAD INJURY,2016-06-06 15:17:01,WHITPAIN,PENLLYN BLUE BELL PIKE & VILLAGE CIR,1
40.2294439,-75.379318,HEDRICK RD & OLD FORTY FOOT RD; TOWAMENCIN; 2016-02-29 @ 06:18:37;,19438.0,Traffic: VEHICLE ACCIDENT -,2016-02-29 06:22:01,TOWAMENCIN,HEDRICK RD & OLD FORTY FOOT RD,1
40.1007482,-75.2151078,WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; Station 311; 2016-08-14 @ 10:51:06;,19031.0,EMS: RESPIRATORY EMERGENCY,2016-08-14 10:56:02,SPRINGFIELD,WISSAHICKON AVE & ROSE LN,1
40.116214,-75.120746,OLD YORK RD & GUERNSEY AVE; ABINGTON; 2016-04-23 @ 17:18:26;,19001.0,Traffic: DISABLED VEHICLE -,2016-04-23 17:22:01,ABINGTON,OLD YORK RD & GUERNSEY AVE,1
40.1053544,-75.1305149,GLEN RD & WINDING RD;  ABINGTON; Station 382; 2015-12-16 @ 08:27:15;,19046.0,EMS: DIABETIC EMERGENCY,2015-12-16 08:32:03,ABINGTON,GLEN RD & WINDING RD,1
40.1198135,-75.4172685,MONROE BLVD & JEFFERSON AVE;  LOWER PROVIDENCE; Station 322A; 2016-06-24 @ 11:02:25;,19403.0,EMS: CARDIAC EMERGENCY,2016-06-24 11:07:02,LOWER PROVIDENCE,MONROE BLVD & JEFFERSON AVE,1
40.0249667,-75.2829046,BLUEROUTE  & COUNTY LINE RD OVERPASS; LOWER MERION; 2016-02-21 @ 18:20:08;,,Traffic: DISABLED VEHICLE -,2016-02-21 18:22:01,LOWER MERION,BLUEROUTE  & COUNTY LINE RD OVERPASS,1
40.033578,-75.2670955,SCHUYLKILL EXPY & CONSHOHOCKEN STATE UNDERPASS;  LOWER MERION; Station 313; 2016-04-08 @ 09:43:10;,,EMS: VEHICLE ACCIDENT,2016-04-08 09:46:01,LOWER MERION,SCHUYLKILL EXPY & CONSHOHOCKEN STATE UNDERPASS,1
40.0686381,-75.129018,ASHBOURNE RD & WEST AVE; CHELTENHAM; 2016-04-08 @ 10:04:26-Station:STA3;,19027.0,Fire: FIRE ALARM,2016-04-08 10:07:00,CHELTENHAM,ASHBOURNE RD & WEST AVE,1
40.2413204,-75.2428276,BETHLEHEM PIKE & NORTH WALES RD; MONTGOMERY; 2016-06-13 @ 14:05:49;,19454.0,Traffic: VEHICLE ACCIDENT -,2016-06-13 14:12:02,MONTGOMERY,BETHLEHEM PIKE & NORTH WALES RD,1
40.2641128,-75.6194369,KAUFFMAN RD & CINDY DR; LOWER POTTSGROVE; 2016-08-14 @ 16:02:53-Station:STA59;,19464.0,Fire: FIRE ALARM,2016-08-14 16:12:00,LOWER POTTSGROVE,KAUFFMAN RD & CINDY DR,1
40.2495485,-75.2474281,COWPATH RD & MORGAN ST; MONTGOMERY; 2016-02-16 @ 16:49:02-Station:STA18;,19446.0,Fire: TRASH/DUMPSTER FIRE,2016-02-16 16:52:00,MONTGOMERY,COWPATH RD & MORGAN ST,1
40.1795657,-75.5273502,VAUGHN RD;  UPPER PROVIDENCE; Station 325; 2016-03-17 @ 15:21:13;,19468.0,EMS: VEHICLE ACCIDENT,2016-03-17 15:26:00,UPPER PROVIDENCE,VAUGHN RD,1
40.1513845,-75.3068807,SWEDE RD & ERBS MILL RD;  WHITPAIN; Station 385; 2016-05-29 @ 15:48:41;,19422.0,EMS: NAUSEA/VOMITING,2016-05-29 15:52:00,WHITPAIN,SWEDE RD & ERBS MILL RD,1
40.2524368,-75.3318939,FORTY FOOT RD & MORGANDALE DR;  TOWAMENCIN; Station 345B; 2016-06-22 @ 20:32:35;,19446.0,EMS: CARDIAC EMERGENCY,2016-06-22 20:37:00,TOWAMENCIN,FORTY FOOT RD & MORGANDALE DR,1
40.1339362,-75.3450564,LOCUST ST & LAUREL DR;  NORRISTOWN; Station 308A; 2016-01-19 @ 21:09:52;,19401.0,EMS: RESPIRATORY EMERGENCY,2016-01-19 21:12:00,NORRISTOWN,LOCUST ST & LAUREL DR,1
40.4029519,-75.5074269,STATE ST & 3RD ST;  EAST GREENVILLE; Station 369; 2016-01-29 @ 13:39:54;,18041.0,EMS: CARDIAC EMERGENCY,2016-01-29 13:42:01,EAST GREENVILLE,STATE ST & 3RD ST,1
40.138492,-75.3849774,MAIN ST & POTTS AVE; WEST NORRITON; 2016-08-14 @ 09:33:04-Station:STA46;,19403.0,Fire: CARBON MONOXIDE DETECTOR,2016-08-14 09:37:00,WEST NORRITON,MAIN ST & POTTS AVE,1
40.1477366,-75.1785276,MUNDOCK RD & SUSQUEHANNA RD; UPPER DUBLIN; 2016-07-26 @ 11:34:50;,19034.0,Traffic: ROAD OBSTRUCTION -,2016-07-26 11:37:01,UPPER DUBLIN,MUNDOCK RD & SUSQUEHANNA RD,1
40.319358,-75.5661742,BIG RD & LAYFIELD RD; NEW HANOVER; 2016-07-23 @ 09:55:55-Station:STA37;,19525.0,Fire: FIRE SPECIAL SERVICE,2016-07-23 09:56:01,NEW HANOVER,BIG RD & LAYFIELD RD,1
40.0858467,-75.4022263,VILLAGE DR & N GULPH RD; UPPER MERION; 2016-06-30 @ 12:52:55;,19406.0,Traffic: VEHICLE ACCIDENT -,2016-06-30 12:57:02,UPPER MERION,VILLAGE DR & N GULPH RD,1
40.2459377,-75.2956012,COLUMBIA AVE & SALFORD AVE;  LANSDALE; Station 345B; 2016-06-08 @ 08:19:33;,19446.0,EMS: FALL VICTIM,2016-06-08 08:22:01,LANSDALE,COLUMBIA AVE & SALFORD AVE,1
